Header
;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi;
Alice in Chains;,066649;,006266;,004882;,002221;,041368;,004381;,012683;,007006;,006557;,000159;,0;,020074;,024957;,00043;,001042;,008545;,103563;,027866;,08933;,019189;,004025;,000571;,077272;,046214;,090653;,024006;,000487;,045865;,066789;,014201;,09205;,0;,005117;,000316;,00028;,000306;,00265;,00084;,000288;,000758;,000566;,000296;,000384;,000314;,000454;,000291;,000154;,000309;,009618;,000562;,041237;,026298;,000158;,0;,003516;,00016;,000151;,000303;,000437;,003281;,00606;,000321;,009121;,006494;,01259;,000492;,003495;,008432;,003628;,005728;,000451;,012757;,004535;,0157;,004715;,002911;,000653;,006349;,0;,00164;,139274;,075228;,039413;,044501;,216083;,056584;,289005;,263103;,299693;,312451;,124963;,278743;,185941;,084168;,167463;,258909;,968664;,292119;,769278;,36753;,0837;1,0;,0;,273764;,417292;,971087;,684807;,877596;,859826;,178719;,081016;,69279;,236953;,063302;,021848;,090748;,085987;,113348;,056044;,037102;,063145;,253128;,141598;,18706;,000443;,045252;,024644;,06221;,013921;,004962;,006529;,0;,05043;,006526;,002265;,000372;,008017;,007317;,005764;,000971;,00474;,004505;,007028;,008855;,005762;,021216;,005991;,0;,035653;,022524;,0;,012079;,00362;,007049;,000915;,077239;,026454;,016717;,002722;,013534;,027497;,0;,0;,006161;,005551;,0;,007853;,009032;,0;,013021;,00911;,002339;,0;,0;,000072;,002822;,213705;,144264;,003846;,166912;,219302;,124379;,094034;,080698;,046073;,096173;,066125;,075622;,034771;,132996;,025741;,028108;,023753;,019614;,0;,003324;,010956;,037953;,020269;,096995;,038654;,019372;,110801;,028705;,192463;,006488;,068688;,081744;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000869;,0;,0;,0;
Echo and the Bunnymen;,00194;,0;,006259;,0;,0;,0;,0;,004491;,0;,0;,0;,0;,004772;,0;,0;,0;,001596;,001553;,0034;,0;,0;,002013;,028345;,005723;,0;,0;,0;,0;,0;,0;,004334;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,002276;,002027;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001802;,001983;,0;,0;,0;,001946;,00212;,0;,0;,0;,0;,001866;,0;,0;,0;,0;,004157;,00397;,002237;,0;,003538;,004343;,022108;,004649;,074397;,018054;,004317;,045262;,004471;,0;,012915;,058389;,0;,0;,0;,006056;,0;,0;1,0;,35983;,0;,0;,0;,0;,0;,432829;,103527;,011477;,018146;,0;,0;,009438;,001782;,031634;,0;,008112;,080019;,0;,0;,0;,049931;,0;,001915;,0;,0;,0;,015636;,0;,0;,0;,0;,059478;,0;,0;,0;,0;,031663;,0;,001436;,0;,0;,0;,011788;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0022;,0;,016982;,0;,070373;,002294;,0;,0;,0;,097336;,0;,005255;,003428;,0;,001536;,001805;,001374;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,057754;,0;,0;,0;,064043;,099078;,03301;,082997;,0;,0;,001897;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Sonic Youth;,067549;,005889;,009371;,00527;,037756;,007883;,005713;,007012;,00426;,000288;,0;,026659;,021435;,000821;,001347;,008041;,100948;,044284;,115848;,019717;,007375;,001033;,170323;,081248;,133939;,021197;,000755;,045731;,060846;,011898;,078117;,0;,012105;,000619;,004219;,0006;,003659;,00152;,004522;,001372;,001024;,004687;,004473;,006539;,000822;,000527;,004315;,000559;,009167;,001454;,03617;,021933;,000906;,0;,003453;,000337;,000502;,000731;,001142;,003138;,009336;,001357;,008436;,006855;,011296;,000764;,003275;,007478;,003647;,009325;,001088;,014178;,00481;,013863;,007585;,003153;,00591;,017385;,002847;,007771;,034762;,015537;,006458;,004849;,065119;,011657;,114251;,114504;,137716;,131642;,018326;,116953;,066873;,018816;,062428;,077312;,345944;,746303;,554185;,706935;,513166;,273764;,35983;1,0;,675231;,337703;,492636;,357668;,452274;,655463;,155253;,53443;,35225;,112639;,060208;,142712;,149743;,183678;,101873;,097204;,158423;,326393;,230636;,256923;,035442;,091521;,073308;,10865;,020267;,003058;,019471;,0;,085781;,00966;,004099;,009653;,007082;,010934;,01232;,002674;,006584;,007492;,008755;,019153;,186671;,052861;,069421;,004285;,065419;,053447;,003027;,041781;,009685;,014017;,003114;,164035;,070336;,264595;,061716;,030908;,02698;,0;,0;,005379;,007367;,000282;,00533;,004449;,0;,019614;,006428;,002042;,0;,0;,013142;,002464;,1856;,126764;,0;,175745;,169043;,109814;,080175;,072226;,039113;,088939;,058425;,065192;,03105;,109916;,022329;,024452;,033064;,02184;,0;,003851;,018595;,046663;,025289;,106128;,019711;,024184;,118056;,059761;,215447;,007934;,074893;,107433;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001648;,0;,000527;,0;
Weezer;,138297;,012657;,011902;,005648;,088883;,014606;,013476;,015094;,010477;,000421;,0;,048809;,049204;,003623;,003936;,017504;,212058;,064973;,196319;,037829;,011058;,00124;,202383;,110928;,188917;,047539;,001103;,093683;,137382;,029796;,183822;,0225;,011353;,000775;,000634;,000751;,005267;,001903;,000653;,00189;,002029;,000671;,000869;,000712;,00103;,000659;,000349;,000699;,01917;,001274;,080765;,051505;,000418;,0;,007102;,000422;,0004;,000744;,001045;,006529;,012333;,000728;,017911;,012998;,025391;,002709;,00747;,017093;,009305;,012093;,001363;,028812;,013136;,031348;,014246;,006297;,011552;,015703;,0;,004335;,08477;,038537;,017251;,016337;,158238;,028842;,264157;,265206;,299044;,29678;,04757;,258236;,152539;,044415;,142498;,165606;,520092;,830842;,776706;,90316;,463638;,417292;,0;,675231;1,0;,551474;,872429;,520499;,733709;,574143;,184928;,869219;,557619;,2118;,119707;,264927;,258217;,319836;,193705;,16266;,223474;,578315;,353961;,454376;,058836;,171317;,134198;,207018;,033465;,006396;,017959;,0;,109601;,016249;,005132;,000843;,011938;,016412;,013486;,001513;,004004;,009059;,011886;,021561;,020651;,052105;,014206;,0;,079033;,06157;,0;,034737;,00829;,015086;,001283;,189107;,065839;,045788;,008053;,029792;,055677;,0;,0;,012245;,014968;,0;,020762;,013132;,000092;,031862;,015236;,004696;,0;,0;,008798;,005609;,402722;,28435;,00581;,351103;,365897;,250684;,18584;,161304;,090898;,198256;,131615;,149846;,071621;,25499;,051043;,056074;,070993;,067335;,02946;,038419;,047552;,102025;,052238;,212161;,062488;,06803;,257577;,099231;,438597;,034704;,156695;,182268;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,002064;,0;,001319;,0;
Pearl Jam;,098915;,009399;,007124;,002691;,060235;,00645;,018974;,011934;,010616;,000289;,0;,030363;,036661;,001821;,002502;,012918;,154904;,040675;,127372;,0301;,005987;,001362;,097134;,06406;,129992;,035482;,000821;,06981;,101007;,023267;,140772;,0;,006827;,000502;,000381;,000486;,003864;,001144;,000393;,00124;,001285;,000403;,000523;,000428;,000619;,000396;,00021;,000421;,014466;,000949;,06041;,040602;,000287;,0;,005274;,00029;,000275;,000482;,000661;,004872;,008873;,000438;,013879;,009439;,018695;,00115;,005539;,012702;,005699;,008401;,000615;,01924;,006972;,023307;,006986;,004328;,000989;,008313;,0;,002022;,073037;,03203;,011959;,011086;,148953;,02308;,252147;,246908;,275641;,27641;,049776;,246559;,126536;,03407;,127711;,179201;,988307;,377052;,827081;,476822;,110925;,971087;,0;,337703;,551474;1,0;,794769;,898842;,932303;,233664;,106281;,777764;,327241;,089976;,030875;,127615;,115711;,161654;,076924;,05069;,089353;,340587;,187255;,248657;,000603;,063015;,033305;,085604;,018788;,007153;,008618;,0;,062615;,009113;,003086;,000507;,011237;,010273;,007911;,001434;,006799;,005254;,009114;,010955;,007375;,027042;,007657;,0;,045944;,028156;,0;,014699;,004827;,009725;,001306;,096183;,031964;,02079;,003709;,018268;,039879;,0;,0;,008984;,007816;,0;,011657;,012991;,00011;,019338;,013227;,003467;,0;,0;,000849;,004115;,303547;,214753;,010481;,244824;,284515;,186747;,141818;,118674;,069939;,142492;,096604;,111882;,051833;,196992;,038304;,041672;,033981;,027934;,0;,006342;,016245;,055067;,029095;,140641;,055769;,027682;,159149;,036812;,272056;,009377;,09015;,118784;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001297;,0;,000793;,0;
Foo Fighters;,156036;,014367;,009702;,003684;,089573;,009565;,010555;,015844;,009125;,000288;,0;,046194;,055174;,001101;,001818;,019849;,240282;,063512;,202115;,042987;,009921;,000775;,147922;,098931;,208635;,056592;,000817;,106679;,154675;,031071;,210405;,004491;,010631;,000571;,000506;,000554;,006307;,001519;,000522;,001372;,001087;,000535;,000694;,000568;,000822;,000526;,000278;,000558;,022445;,000945;,09577;,060054;,000286;,0;,008062;,000289;,000274;,000548;,00079;,007602;,014225;,000581;,021037;,015272;,029597;,001018;,007802;,019948;,008477;,013421;,000884;,030241;,011088;,036779;,01183;,006763;,0032;,011598;,0;,002754;,119179;,051497;,020085;,019168;,235964;,038439;,399078;,386224;,438321;,439366;,079255;,392661;,204084;,053518;,21041;,290312;,740875;,600866;,831348;,755102;,208521;,684807;,0;,492636;,872429;,794769;1,0;,700659;,899526;,38836;,162312;,953739;,540903;,179564;,08413;,236387;,214818;,290635;,15654;,11629;,182011;,554608;,298667;,418865;,028123;,134232;,085236;,17141;,028029;,006049;,012314;,0;,089062;,014594;,004097;,000673;,009116;,013838;,009803;,000714;,001692;,008261;,008337;,013648;,012365;,038846;,011783;,0;,065843;,042885;,0;,021551;,007605;,015292;,000532;,143319;,046062;,028554;,003334;,025884;,063455;,0;,0;,014664;,012954;,0;,014968;,003744;,0;,030116;,015671;,005568;,0;,0;,001691;,006717;,470873;,329583;,003479;,383653;,441709;,288531;,218131;,189405;,106085;,227502;,156806;,178036;,081454;,301652;,060184;,065974;,048652;,039951;,00588;,013532;,031014;,085919;,030076;,224479;,026977;,047092;,249129;,062738;,449315;,01275;,118049;,193051;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001573;,0;,00079;,0;
Hole;,076601;,007314;,137331;,003339;,194641;,146587;,014748;,008128;,007724;,000271;,0;,026285;,028575;,001096;,00171;,009945;,117192;,197254;,106053;,158849;,004965;,000729;,34724;,27657;,105183;,045293;,000769;,051344;,075299;,01642;,103332;,004224;,006462;,000604;,132756;,000586;,002966;,001429;,142586;,00129;,001023;,000504;,134982;,000535;,000773;,000495;,000262;,000525;,010865;,000888;,046413;,028977;,000336;,0;,004104;,000272;,000258;,000516;,000805;,003745;,142622;,000547;,010088;,007459;,014246;,000957;,004175;,009504;,004694;,139912;,000831;,01497;,006147;,017739;,121113;,003547;,160309;,15559;,080951;,133272;,049341;,023171;,009918;,009015;,093442;,016833;,157339;,156024;,177143;,17635;,028842;,153551;,089686;,026692;,083761;,103039;,911543;,395287;,783052;,46719;,148403;,877596;,0;,357668;,520499;,898842;,700659;1,0;,848739;,250723;,103147;,699301;,510994;,166864;,11501;,19376;,192218;,220041;,156891;,136359;,167483;,362335;,213085;,285282;,070603;,144302;,119738;,162557;,018221;,005919;,009224;,0;,064653;,008535;,003854;,000633;,00989;,009526;,007728;,001395;,005731;,005024;,008535;,013035;,008779;,028662;,007882;,0;,04627;,033769;,0;,145668;,007053;,008719;,001223;,10476;,039668;,023958;,004101;,017108;,031357;,0;,0;,006897;,007745;,0;,01044;,011846;,0;,015921;,010518;,002619;,0;,0;,00159;,003159;,227049;,158827;,003272;,187567;,208087;,139838;,104904;,090796;,051466;,108917;,074388;,084476;,039905;,14344;,028886;,031608;,172128;,154514;,005531;,009843;,048636;,049402;,17779;,114039;,166503;,200298;,13422;,221672;,398553;,14537;,085048;,2455;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001585;,0;,0;,0;
Bush;,112473;,009616;,00703;,003371;,072656;,007726;,023268;,010613;,011483;,0;,0;,027561;,042987;,000236;,000344;,013443;,174363;,048297;,156202;,03039;,00674;,000188;,142917;,082351;,155976;,059878;,000046;,086019;,120175;,021186;,149815;,003276;,008863;,0;,0;,0;,004555;,0;,0;,0;,000047;,0;,0;,0;,0;,0;,0;,0;,016001;,000053;,070454;,05761;,0;,0;,005396;,0;,0;,0;,0;,005282;,009882;,0;,015197;,010606;,021044;,000371;,005054;,01422;,005337;,009153;,00005;,021191;,007103;,026048;,008112;,004366;,001473;,011378;,0;,002705;,083834;,035433;,01392;,013888;,156086;,025198;,249644;,252728;,288956;,279266;,051912;,244021;,13923;,040285;,134165;,169957;,913875;,537066;,903931;,677406;,177086;,859826;,0;,452274;,733709;,932303;,899526;,848739;1,0;,353462;,154817;,894137;,417236;,140929;,06989;,157219;,154843;,232276;,101058;,07032;,144162;,437793;,255021;,326107;,003651;,083704;,047041;,11184;,024291;,008506;,011382;,0;,089256;,010966;,0;,0;,014397;,012583;,01017;,001482;,008807;,00687;,011762;,016031;,013307;,039413;,010941;,0;,072245;,050788;,002456;,030019;,009709;,013223;,001596;,141956;,053986;,031917;,005501;,034364;,047277;,0;,0;,010591;,010183;,0;,01527;,02389;,0;,040031;,016478;,004022;,0;,0;,00408;,004852;,371186;,266952;,053294;,316235;,344332;,208215;,156542;,137367;,075601;,162988;,112356;,128254;,057113;,23033;,042961;,047144;,045403;,037807;,00429;,008775;,022439;,069681;,039706;,169707;,109738;,037019;,234181;,056827;,338806;,014556;,120841;,144462;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000576;,0;
The Smiths;,064927;,005875;,020659;,004566;,048253;,013839;,005615;,015909;,005034;,00066;,0;,028002;,029445;,004415;,004591;,008309;,098283;,043723;,111689;,019228;,009606;,00711;,206312;,085245;,083253;,046685;,002391;,058922;,07759;,018208;,089479;,03827;,005689;,0;,000041;,000091;,001819;,0;,0;,00027;,001258;,000263;,00019;,0;,0;,0;,0;,0;,007189;,000381;,03249;,047845;,0;,0;,002473;,000663;,00009;,000135;,000043;,002325;,004544;,000048;,007301;,004235;,013187;,007589;,003483;,006324;,005871;,008756;,004814;,015799;,009484;,011277;,011516;,006159;,017814;,011552;,0;,002951;,045572;,01886;,008558;,003813;,077692;,016616;,142117;,124112;,269411;,148143;,033395;,186578;,061157;,013817;,073308;,171508;,240302;,625803;,402087;,613665;,564219;,178719;,432829;,655463;,574143;,233664;,38836;,250723;,353462;1,0;,47649;,427883;,279961;,11183;,068967;,116108;,100808;,235074;,060336;,074866;,235257;,24601;,169091;,190227;,105232;,052352;,045166;,066311;,019604;,001439;,045363;,0;,063583;,009674;,0;,11798;,004686;,009959;,010104;,000936;,064494;,004801;,009874;,015475;,028727;,042085;,043287;,004338;,061965;,064797;,00672;,044485;,013501;,013081;,003642;,131159;,056311;,039119;,014022;,038405;,022148;,0;,000047;,00423;,010006;,004348;,018585;,056587;,000144;,186042;,011285;,001716;,0;,0;,22407;,001937;,218518;,172448;,088931;,235082;,202619;,107129;,072943;,059872;,03619;,081379;,045362;,054632;,028563;,124046;,018818;,020794;,181599;,068292;,050107;,055194;,17843;,274212;,119994;,27555;,113319;,065688;,231519;,095313;,199982;,047001;,115728;,09502;,00081;,00085;,000304;,0;,000319;,0;,0;,000183;,000276;,00071;,000223;,00018;,000515;,00134;,001553;,000365;
Depeche Mode;,029118;,002273;,015108;,00147;,035972;,012052;,005157;,010106;,003875;,000056;,0;,012836;,019617;,003554;,002323;,003296;,043982;,016206;,045436;,007983;,00157;,00329;,11058;,036908;,041437;,021345;,000099;,026369;,036546;,008392;,045659;,035206;,002665;,0;,0;,0;,000989;,0;,0;,000161;,000902;,031639;,0;,0;,0;,0;,0;,0;,003668;,000114;,018541;,022572;,0;,0;,001276;,000057;,000054;,000054;,0;,001192;,002522;,0;,003557;,002302;,007931;,005685;,001898;,003373;,004073;,005823;,003625;,007175;,007385;,0059;,009235;,004223;,015554;,003973;,0;,005357;,024821;,011927;,005511;,002073;,03963;,0107;,082266;,062761;,170685;,083387;,017907;,115244;,033984;,007444;,04481;,115287;,101652;,248068;,175569;,337776;,081645;,081016;,103527;,155253;,184928;,106281;,162312;,103147;,154817;,47649;1,0;,174144;,122142;,04417;,027198;,051822;,043368;,112799;,023749;,029981;,144545;,11069;,078154;,082684;,072812;,01989;,013865;,02682;,01177;,005048;,026427;,0;,028734;,006513;,0;,125746;,003086;,004284;,004398;,001076;,048781;,002461;,004803;,00566;,408781;,50823;,643892;,510013;,515032;,469817;,290424;,43366;,365024;,471508;,279283;,556902;,322184;,015192;,428325;,508936;,011218;,0;,0;,002299;,012281;,003209;,016508;,043551;,000086;,12977;,008594;,000917;,0;,0;,223413;,001053;,106929;,084115;,035452;,100127;,095521;,054598;,036487;,031501;,017719;,041599;,024518;,028588;,01627;,060423;,009704;,011027;,254014;,07864;,046096;,062897;,143388;,215452;,102536;,203681;,085681;,057381;,127326;,070533;,112421;,046884;,081249;,116349;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000619;,0;
Jane's Addiction;,12249;,011527;,009261;,004991;,071655;,007586;,017507;,014184;,010813;,000383;,0;,039197;,044517;,001822;,002458;,015941;,189029;,053488;,171361;,034186;,00789;,001326;,167138;,091563;,175648;,043378;,001004;,088082;,120899;,02559;,166556;,0;,010504;,000706;,000577;,000684;,004796;,001733;,000595;,001721;,001556;,008449;,000791;,000756;,001146;,001001;,000423;,000637;,017458;,00116;,074438;,047102;,00038;,0;,006468;,000385;,000364;,000678;,000951;,005946;,011162;,000663;,016312;,01206;,040618;,008368;,007519;,016111;,00707;,011203;,008584;,029956;,008775;,028514;,008726;,019479;,001722;,015671;,0;,005679;,114555;,048987;,016692;,015732;,235441;,035798;,399414;,37809;,434766;,435919;,089905;,399138;,190706;,049464;,203833;,325123;,726715;,651038;,88679;,809525;,231482;,69279;,011477;,53443;,869219;,777764;,953739;,699301;,894137;,427883;,174144;1,0;,470033;,135604;,055342;,184364;,182307;,233312;,121224;,090659;,139211;,497521;,285118;,379671;,017201;,101412;,061782;,132906;,027115;,007642;,015338;,008943;,100939;,012678;,004674;,008106;,012723;,013955;,01073;,001378;,008752;,007831;,011945;,019836;,018194;,044488;,01495;,0;,071796;,048898;,0;,026641;,007188;,013604;,001348;,164709;,057455;,041977;,009557;,026333;,050533;,0;,0;,011375;,010882;,000215;,012733;,012011;,000084;,029767;,01477;,004277;,0;,0;,010089;,005108;,379564;,259452;,005291;,305651;,374634;,225678;,169008;,146694;,082778;,174576;,120615;,136461;,063303;,23805;,046484;,050797;,045824;,033221;,0;,007409;,026045;,082062;,034654;,201504;,048395;,034979;,205369;,059832;,366163;,009615;,123346;,14775;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001879;,0;,000601;,0;
Patti Smith;,246258;,115868;,254143;,083286;,258336;,197722;,044299;,027857;,00606;,03298;,0;,223988;,045899;,004138;,06755;,16913;,366789;,461351;,40105;,379581;,212551;,147437;,602642;,533307;,392596;,075368;,147009;,259461;,336924;,182663;,378641;,006171;,007801;,000736;,177038;,006988;,004333;,001827;,187119;,001696;,001274;,00069;,190365;,001367;,000989;,000633;,000382;,000671;,021349;,005191;,081799;,063187;,00108;,0;,006657;,039677;,000988;,004522;,005384;,006864;,190774;,004193;,019603;,010796;,027285;,012368;,011045;,014557;,017192;,18613;,017567;,028666;,009631;,028101;,161343;,014803;,271575;,211484;,106437;,1836;,070526;,02764;,011039;,009083;,155963;,020573;,258378;,274237;,275409;,282139;,046416;,249567;,118709;,02919;,116107;,143656;,331556;,506545;,420853;,432468;,166893;,236953;,018146;,35225;,557619;,327241;,540903;,510994;,417236;,279961;,122142;,470033;1,0;,554811;,476905;,580859;,526884;,601799;,504823;,491725;,548676;,620396;,331016;,528016;,338179;,493631;,455588;,505767;,023126;,004089;,011829;,0;,062721;,011267;,004926;,003893;,00637;,010024;,008371;,00166;,002558;,006697;,005792;,012346;,011263;,028328;,012208;,0;,047285;,032866;,0;,184091;,008672;,011561;,000366;,101428;,038101;,023855;,003031;,018304;,058164;,000647;,003912;,010176;,01204;,000194;,009892;,001918;,0;,026603;,011121;,006351;,0;,0;,009652;,004661;,384888;,292685;,0717;,323889;,36234;,247814;,191099;,143426;,100814;,194214;,113118;,134849;,066248;,262686;,047546;,050868;,223426;,195397;,00404;,01;,094302;,068406;,224426;,173989;,166385;,266493;,182456;,345709;,589867;,182721;,077201;,385519;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001968;,0;,0;,0;
Sex Pistols;,051544;,005061;,003836;,000362;,017824;,001404;,001572;,012073;,001563;,0;,0;,016324;,01167;,0;,002331;,006621;,078673;,023867;,049417;,025218;,001969;,004678;,023324;,019058;,049018;,061695;,002244;,057747;,087972;,032062;,127089;,0;,001877;,0;,0;,0;,001296;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,006405;,000629;,021474;,057572;,0;,0;,00216;,0;,0;,0;,0;,003445;,004018;,0;,009072;,003018;,011692;,008668;,003128;,004583;,002588;,005401;,027506;,015677;,0039;,009303;,004833;,010033;,0;,001888;,0;,000286;,034893;,007849;,002948;,002717;,079527;,005724;,098808;,1305;,110616;,110096;,029721;,095167;,036289;,008193;,034046;,044051;,143021;,099195;,100825;,139477;,047444;,063302;,0;,112639;,2118;,089976;,179564;,166864;,140929;,11183;,04417;,135604;,554811;1,0;,968963;,958056;,916569;,970458;,922448;,876494;,970195;,763038;,465983;,760787;,668318;,897989;,890205;,918346;,004714;,001002;,003977;,0;,013831;,002542;,0;,0;,001345;,00244;,001594;,0;,0;,001429;,001295;,007466;,006405;,006353;,006611;,0;,024896;,023163;,004689;,016533;,007654;,006194;,0;,021479;,015658;,004367;,000499;,023771;,016773;,001332;,001386;,003014;,007766;,000076;,002607;,010235;,0;,042032;,004376;,001144;,0;,0;,00626;,00138;,20573;,183406;,195642;,201825;,217928;,095335;,071992;,047186;,037731;,059314;,034162;,045929;,022049;,132955;,016704;,017377;,007946;,005843;,0;,001236;,057592;,018531;,004736;,04849;,065566;,007831;,12018;,0096;,234459;,001096;,029668;,038499;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Sid Vicious;,021805;,003485;,004996;,000486;,006165;,000496;,000555;,012545;,000552;,0;,0;,011619;,003967;,0;,000349;,005322;,025531;,012861;,021201;,009899;,000944;,000268;,008222;,006281;,023279;,059381;,000065;,029972;,061527;,025786;,097099;,0;,000675;,0;,0;,0;,000458;,0;,0;,000356;,0;,0;,0003;,0;,0;,0;,0;,0;,001819;,000075;,009234;,041245;,0;,0;,000614;,0;,0;,0;,0;,003228;,002678;,0;,004063;,001066;,00977;,0124;,000697;,001487;,000992;,004854;,046536;,013085;,003505;,002834;,004001;,015329;,0;,000642;,0;,00011;,019283;,002772;,00119;,001782;,041652;,002166;,035686;,062505;,044253;,042809;,017082;,036704;,012043;,00313;,012026;,01426;,088037;,035994;,03565;,069226;,019776;,021848;,0;,060208;,119707;,030875;,08413;,11501;,06989;,068967;,027198;,055342;,476905;,968963;1,0;,910345;,87399;,913624;,885127;,841389;,939968;,690453;,432107;,706006;,647785;,86163;,861287;,880923;,001695;,000607;,000867;,0;,00515;,000907;,0;,0;,001826;,000832;,000823;,0;,0;,000628;,00043;,006065;,005158;,002231;,008559;,0;,018659;,019722;,00513;,015175;,007119;,00453;,0;,007753;,011786;,001446;,000106;,021822;,007924;,002254;,002214;,001064;,006039;,000366;,000921;,011013;,0;,038761;,003738;,000404;,0;,0;,005934;,000836;,110618;,102651;,216422;,118896;,129944;,031015;,019389;,01616;,009449;,019198;,013345;,013966;,007713;,056147;,004829;,005187;,003457;,008645;,0;,000437;,088279;,010466;,002295;,017805;,06651;,003407;,091052;,003444;,174752;,000387;,018231;,016593;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
