;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi
Jane's Addiction;0,231684;0,10338;0,06405;0,086751;0,070885;0,081156;0,106797;0,101516;0,048848;0,0087;0;0,354955;0,084903;0,013488;0,020578;0,100289;0,401641;0,324358;0,203785;0,194424;0,24041;0,035199;0,291;0,395776;0,199875;0,38406;0,103067;0,266449;0,353656;0,095884;0,401103;0,079321;0,081711;0,032521;0,072218;0,051477;0,100802;0,110686;0,056007;0,068649;0,109692;0,123653;0,095287;0,09108;0,036135;0,044823;0,040183;0,046529;0,083857;0,139779;0,11845;0,108696;0,102918;0,00273;0,164787;0,018073;0,031922;0,047784;0,080011;0,110493;0,259168;0,08125;0,105918;0,133061;0,162245;0,123909;0,133848;0,239458;0,184826;0,154181;0,09389;0,132505;0,198867;0,498444;0,127018;0,117235;0,082771;0,111447;0,019729;0,0297;0,452588;0,272652;0,231032;0,287572;0,356354;0,115741;0,593853;0,418858;0,675106;0,710766;0,324526;0,6946;0,593627;0,262205;0,508074;0,442288;0,278812;0,315449;0,730276;0,389415;0,508603;0,544916;0,640597;0,520994;0,395677;0,497892;0,353724;0,242459;0,313926;0,359115;0,2628;1;0,350148;0,573604;0,462923;0,604374;0,451242;0,537822;0,255057;0,422218;0,156891;0,382612;0,664744;0,308984;0,114893;0,31086;0,364679;0,312208;0,082952;0,063871;0,193203;0,009991;0,36003;0,078968;0,011081;0,128024;0,023943;0,161492;0,082379;0,191426;0,277229;0,056289;0,103675;0,064328;0,047733;0,383113;0,159532;0,001045;0,087408;0,104627;0,000444;0,069396;0,08567;0,175921;0,055758;0,137706;0,261256;0,408496;0,035806;0,126011;0,161728;0,066228;0,142891;0,166026;0,133704;0,008496;0,09375;0,03648;0,011884;0,099828;0,342404;0,110293;0,028262;0,012529;0,119985;0,07557;0,660979;0,397503;0;0,605604;0,706114;0,455506;0,708794;0,663217;0,565128;0,464376;0,556417;0,693951;0,246579;0,43294;0,377915;0,600148;0,117793;0,173216;0,084452;0,144698;0,112979;0,277341;0,204719;0,297961;0,085012;0,114296;0,125493;0,139161;0,20386;0,05686;0,091042;0,129933;0,005685;0,005563;0,004817;0;0,005252;0;0;0,002348;0,003857;0,002571;0,003215;0;0,005298;0;0,000071;0
Patti Smith;0,149956;0,061773;0,033548;0,045303;0,097657;0,043908;0,074426;0,053419;0,020647;0,004116;0;0,196621;0,043663;0,00625;0,004877;0,049893;0,266373;0,18779;0,242198;0,154327;0,126643;0,623829;0,227216;0,264155;0,205144;0,241061;0,071485;0,187436;0,220141;0,085114;0,281171;0,019356;0,03759;0,005018;0,064695;0,01391;0,008488;0,04916;0,059922;0,036431;0,101599;0,053365;0,109206;0,018181;0,037253;0,009657;0,00808;0,013494;0,043004;0,077365;0,062375;0,043037;0,020608;0,004368;0,10291;0,008735;0,0065;0,005626;0,006899;0,034198;0,200195;0,028624;0,03861;0,051593;0,10347;0,114755;0,145596;0,143898;0,143567;0,151812;0,130945;0,115255;0,160529;0,317362;0,131793;0,086094;0,158509;0,103109;0;0,114903;0,234499;0,124309;0,092971;0,147325;0,194684;0,056944;0,357053;0,227631;0,405211;0,427446;0,157065;0,419119;0,31544;0,09567;0,278925;0,24226;0,156756;0,176143;0,414199;0,217998;0,324079;0,29893;0,399518;0,353671;0,23687;0,320516;0,217679;0,169122;0,19302;0,199808;0,167855;0,350148;1;0,416127;0,347513;0,459787;0,330493;0,392582;0,191056;0,257345;0,185686;0,230704;0,433122;0,200931;0,133317;0,256826;0,297722;0,224745;0,054059;0,029892;0,13178;0;0,167459;0,072484;0,002502;0,097861;0,022858;0,068893;0,069625;0,173861;0,243086;0,044663;0,042322;0,01622;0,021345;0,2638;0,087353;0,015209;0,050315;0,087464;0;0,050713;0,045693;0,117745;0,0231;0,15884;0,137876;0,235571;0,002554;0,060858;0,130035;0,033253;0,081228;0,099168;0,070544;0,00052;0,034616;0,046254;0,000044;0,051906;0,204392;0,06342;0,010035;0,000727;0,069299;0,039847;0,421908;0,234312;0,002674;0,37202;0,423964;0,332519;0,432691;0,424427;0,363102;0,317452;0,319548;0,446201;0,150423;0,259133;0,214971;0,375731;0,107082;0,112774;0,019779;0,136232;0,088652;0,181553;0,187119;0,209405;0,060927;0,089942;0,108325;0,129407;0,14445;0,127554;0,048842;0,084452;0,007106;0,011172;0,002855;0;0,01573;0,006073;0;0,000936;0,00859;0,002;0,001396;0,000666;0,003402;0,000693;0,000051;0,001116
Sex Pistols;0,184672;0,059882;0,041547;0,068718;0,070263;0,048025;0,0905;0,081161;0,030017;0,00056;0;0,306032;0,066878;0,007169;0,009259;0,081071;0,348602;0,251019;0,184919;0,139785;0,180952;0,004265;0,182992;0,322204;0,195713;0,436305;0,036459;0,303013;0,346892;0,087288;0,331665;0,049419;0,054117;0,009311;0,039678;0,008127;0,018846;0,053982;0,030223;0,04029;0,086062;0,085124;0,088766;0,02541;0,012137;0,012487;0,012325;0,023593;0,05662;0,099314;0,079218;0,099681;0,021076;0,00084;0,127666;0,000909;0,000185;0;0;0,043643;0,239453;0,03576;0,051506;0,074109;0,135961;0,102325;0,135906;0,223491;0,176393;0,145187;0,099044;0,121371;0,193838;0,49325;0,11872;0,094785;0,0641;0,0839;0;0,028802;0,440968;0,198914;0,147595;0,251555;0,341222;0,051257;0,554551;0,37671;0,679897;0,674177;0,287161;0,616555;0,495874;0,158096;0,440165;0,391986;0,265049;0,248065;0,61574;0,372354;0,500236;0,45374;0,629597;0,505123;0,380948;0,44607;0,346604;0,239964;0,338453;0,417727;0,288733;0,573604;0,416127;1;0,785841;0,92361;0,696248;0,898348;0,481536;0,676003;0,390597;0,449907;0,832555;0,370091;0,477359;0,649181;0,784243;0,534637;0,074074;0,038503;0,169128;0,000121;0,257685;0,064736;0,000224;0,126106;0,0156;0,100085;0,061666;0,16918;0,270684;0,042569;0,063105;0,028678;0,051426;0,355185;0,14473;0,016032;0,115773;0,176108;0,021107;0,061763;0,094888;0,176128;0,036767;0,144746;0,337605;0,371821;0,00613;0,147026;0,160063;0,05327;0,127929;0,154673;0,107039;0,001272;0,068255;0,057515;0;0,197958;0,327851;0,123157;0,016029;0,002092;0,183043;0,063305;0,686498;0,441115;0,100472;0,665436;0,709476;0,438142;0,674689;0,657274;0,559803;0,439844;0,485385;0,692063;0,232914;0,404358;0,334355;0,589203;0,106905;0,144155;0,056911;0,141153;0,113016;0,259152;0,199443;0,231969;0,151862;0,089673;0,18934;0,139381;0,24356;0,042849;0,092592;0,128684;0,004937;0,004305;0,003462;0;0,006508;0;0;0,001144;0,001465;0,002886;0,001809;0,000808;0,001402;0,000841;0;0,001071
Sid Vicious;0,172829;0,064725;0,034189;0,057096;0,110002;0,036276;0,087364;0,064274;0,025211;0;0;0,239025;0,053115;0,058734;0,007008;0,06526;0,290069;0,220304;0,209939;0,128592;0,163803;0,007953;0,175469;0,296183;0,242343;0,318655;0,060774;0,261473;0,281619;0,09261;0,283188;0,045649;0,044095;0,000895;0,058364;0,000809;0,016332;0,035943;0,053417;0,034583;0,106257;0,060541;0,120207;0,020727;0,016138;0,005162;0,004201;0,013087;0,043336;0,080126;0,062957;0,071122;0,021631;0;0,108555;0,003004;0,002755;0,004326;0,007152;0,038591;0,220226;0,030604;0,043864;0,062168;0,12495;0,12726;0,16991;0,171849;0,170735;0,168036;0,144542;0,127558;0,180242;0,371783;0,144523;0,096305;0,115843;0,112822;0,001919;0,103779;0,327584;0,166947;0,130371;0,211809;0,253183;0,048015;0,425218;0,283429;0,51451;0,518332;0,22714;0,475669;0,397331;0,141256;0,35002;0,304902;0,236426;0,217134;0,472948;0,281187;0,41562;0,370207;0,478797;0,439374;0,32156;0,38772;0,289525;0,218172;0,251874;0,294499;0,223592;0,462923;0,347513;0,785841;1;0,813725;0,640145;0,747093;0,443007;0,644914;0,406622;0,408104;0,700612;0,32801;0,482892;0,619778;0,733322;0,48529;0,070871;0,030107;0,129256;0;0,200216;0,051213;0;0,089669;0,027027;0,081391;0,047463;0,143244;0,248096;0,0342;0,048792;0,032025;0,036432;0,312995;0,110711;0,025532;0,084469;0,138848;0,006829;0,066947;0,061909;0,133509;0,027725;0,174197;0,244424;0,289699;0,001288;0,094186;0,153923;0,041127;0,097472;0,118179;0,083426;0,000232;0,048379;0,070527;0,000601;0,112712;0,248211;0,106303;0,012725;0,001932;0,107233;0,048849;0,521805;0,32292;0,07138;0,513041;0,547711;0,394927;0,513214;0,493397;0,421658;0,379026;0,376051;0,517959;0,176135;0,345778;0,25637;0,448178;0,126624;0,136308;0,052569;0,166736;0,107171;0,223115;0,221113;0,251977;0,108242;0,095217;0,152462;0,165048;0,221421;0,106058;0,075947;0,104769;0,00355;0,008166;0,00353;0;0,012679;0;0;0,000156;0,000392;0,001601;0,00177;0;0,000106;0;0;0
Ramones;0,239373;0,096099;0,04479;0,075704;0,154493;0,058891;0,119871;0,08565;0,032836;0,00452;0;0,316412;0,070285;0,008598;0,008024;0,080833;0,407775;0,28865;0,286961;0,199687;0,194404;0,035897;0,268934;0,408583;0,323184;0,394138;0,111015;0,311819;0,356578;0,134779;0,430612;0,035912;0,059193;0,004233;0,093633;0,013941;0,012849;0,073323;0,087158;0,054441;0,153626;0,081479;0,173546;0,027023;0,024471;0,011305;0,008752;0,019866;0,060039;0,104464;0,086745;0,069825;0,023824;0;0,14462;0,005049;0,00258;0,001601;0,002862;0,047151;0,308398;0,037822;0,054792;0,076452;0,1709;0,181709;0,235111;0,230101;0,226935;0,237252;0,209927;0,186198;0,251232;0,506557;0,20802;0,133295;0,198772;0,160546;0;0,158727;0,409248;0,212203;0,167699;0,26552;0,320811;0,077474;0,574599;0,36931;0,667557;0,695045;0,270231;0,653578;0,52781;0,17077;0,460528;0,415849;0,304884;0,297311;0,655044;0,366668;0,545304;0,500318;0,645233;0,591595;0,421797;0,53114;0,391317;0,292792;0,324509;0,346123;0,306185;0,604374;0,459787;0,92361;0,813725;1;0,761961;0,880156;0,507214;0,737771;0,471867;0,500728;0,866053;0,404806;0,525395;0,705836;0,832049;0,561863;0,095321;0,04651;0,18978;0;0,27496;0,083739;0,008216;0,148171;0,025046;0,112967;0,084603;0,221249;0,363561;0,056122;0,070884;0,037411;0,042741;0,434895;0,147807;0,047875;0,10112;0,176859;0,013463;0,098887;0,082626;0,198952;0,050067;0,260849;0,279301;0,390186;0,010302;0,112442;0,21169;0,059386;0,133344;0,164282;0,115872;0,005588;0,065839;0,088558;0,010928;0,109941;0,335231;0,13003;0,019808;0,005095;0,124794;0,069385;0,686185;0,389981;0,024199;0,628603;0,704596;0,535769;0,695087;0,676634;0,578673;0,514012;0,503083;0,715703;0,240838;0,424258;0,346745;0,60628;0,177273;0,187386;0,04026;0,228571;0,145297;0,320667;0,312268;0,345269;0,109404;0,125177;0,185151;0,217553;0,27725;0,175362;0,094908;0,133566;0,005255;0,009981;0,00354;0;0,016655;0;0;0,001202;0,001541;0,002988;0,00188;0,000716;0,003735;0,000745;0;0,000948
Bad Religion;0,212383;0,099815;0,038153;0,061766;0,163153;0,068765;0,105969;0,066918;0,030424;0,010083;0;0,228228;0,493774;0,009232;0,010153;0,062021;0,315194;0,214737;0,258845;0,177505;0,14487;0,05412;0,2042;0,347724;0,294647;0,254523;0,163279;0,253403;0,276278;0,124795;0,373227;0,022194;0,048991;0,007352;0,112086;0,029204;0,00737;0,077936;0,107231;0,055263;0,155046;0,055437;0,185319;0,042949;0,012774;0,015758;0,011871;0,018042;0,042812;0,072679;0,060181;0,04278;0,018466;0;0,109152;0,010137;0,005838;0,003471;0,005716;0,036316;0,258196;0,026313;0,039819;0,051318;0,135822;0,186579;0,222254;0,157716;0,184486;0,218828;0,213236;0,164203;0,200575;0,335338;0,199435;0,117545;0,213185;0,167035;0;0,194985;0,266774;0,15035;0,121975;0,186854;0,209185;0,063335;0,696664;0,242068;0,447124;0,461201;0,171777;0,450634;0,364409;0,117336;0,305736;0,276057;0,593307;0,720486;0,458168;0,267503;0,411363;0,355851;0,428219;0,450878;0,769188;0,416281;0,680473;0,241548;0,554208;0,243404;0,241385;0,451242;0,330493;0,696248;0,640145;0,761961;1;0,678571;0,790688;0,657147;0,730767;0,832783;0,647654;0,313607;0,493496;0,928256;0,699582;0,916534;0,079777;0,045013;0,135343;0,002579;0,206316;0,516706;0,008137;0,08634;0,223736;0,094338;0,481953;0,141583;0,274654;0,523807;0,060232;0,060614;0,031015;0,329382;0,093828;0,029571;0,537603;0,140669;0,005721;0,088991;0,498007;0,119365;0,026747;0,235772;0,199039;0,265867;0,004592;0,0711;0,571473;0,035655;0,09747;0,10601;0,088169;0,003604;0,039575;0,089562;0,000803;0,073714;0,219953;0,092354;0,010994;0,001731;0,07605;0,042844;0,474013;0,256172;0;0,429954;0,478264;0,421555;0,45988;0,448978;0,385135;0,725079;0,339008;0,474942;0,161701;0,313483;0,229617;0,402638;0,533142;0,1526;0,025559;0,585453;0,565025;0,237497;0,278606;0,303867;0,446546;0,109301;0,586516;0,202297;0,637853;0,193039;0,514896;0,097333;0,24998;0,009977;0,002777;0;0,016985;0;0;0,000364;0,00118;0,001481;0,000112;0;0,005729;0;0;0
The Clash;0,193315;0,063848;0,037031;0,064724;0,092633;0,069637;0,088902;0,068076;0,026952;0,000877;0;0,264141;0,062254;0,007757;0,00716;0,070852;0,349641;0,245502;0,206492;0,18595;0,173384;0,030802;0,185147;0,360259;0,227541;0,403914;0,073594;0,295489;0,366701;0,093884;0,327299;0,025966;0,060052;0,016401;0,060422;0,014745;0,02594;0,062151;0,055633;0,047881;0,107911;0,084117;0,12869;0,040701;0,017475;0,015781;0,017281;0,028625;0,057595;0,093265;0,073659;0,093433;0,023117;0,00128;0,121683;0,001088;0,000708;0,000081;0,000543;0,040781;0,254127;0,035493;0,046958;0,069431;0,15619;0,142217;0,168382;0,214134;0,188942;0,176555;0,141707;0,143748;0,196196;0,450985;0,138953;0,11492;0,105339;0,114545;0,015496;0,078729;0,406772;0,193841;0,151372;0,247358;0,318151;0,056651;0,517681;0,351835;0,632371;0,623084;0,28305;0,571262;0,464427;0,158082;0,416728;0,359774;0,251345;0,245133;0,572561;0,345624;0,466049;0,428202;0,572817;0,481855;0,359484;0,441522;0,322079;0,237346;0,344326;0,368669;0,287893;0,537822;0,392582;0,898348;0,747093;0,880156;0,678571;1;0,464319;0,685653;0,393034;0,435967;0,769327;0,355568;0,463851;0,643147;0,746873;0,507844;0,081155;0,043514;0,177147;0,002136;0,248544;0,059943;0,006883;0,116345;0,020132;0,102931;0,063534;0,16649;0,275225;0,040332;0,068005;0,03418;0,057578;0,363136;0,137673;0,06314;0,113156;0,216921;0,034343;0,092805;0,106541;0,206524;0,055175;0,188717;0,342235;0,356973;0,020401;0,149805;0,207704;0,117874;0,203487;0,197104;0,119774;0,06712;0,114581;0,138687;0,070607;0,197647;0,332783;0,173411;0,056703;0,044609;0,174245;0,131856;0,674172;0,420529;0,116147;0,653122;0,678657;0,431783;0,619871;0,601811;0,51455;0,425644;0,444122;0,630088;0,211449;0,414968;0,328065;0,548577;0,125565;0,144724;0,028287;0,158926;0,117655;0,27126;0,225039;0,261948;0,167594;0,089379;0,177484;0,155624;0,233794;0,083008;0,087193;0,122214;0,006958;0,009017;0,004254;0;0,010518;0;0;0,002649;0,003664;0,004656;0,004512;0,001848;0,003299;0,001922;0,000133;0,002449
NoFX;0,07998;0,030783;0,020296;0,033138;0,02896;0,029186;0,037911;0,036643;0,016117;0,002018;0;0,130081;0,541263;0,004755;0,00761;0,038349;0,129855;0,100345;0,069257;0,060892;0,073373;0,010036;0,078929;0,127982;0,067152;0,133789;0,040461;0,082617;0,114911;0,032078;0,133052;0,033508;0,029315;0,012935;0,025696;0,01714;0,014004;0,035453;0,019787;0,025484;0,038782;0,041858;0,043646;0,030341;0,015307;0,015302;0,015128;0,018546;0,021871;0,037899;0,030407;0,023756;0,008447;0,001364;0,047648;0,002443;0,001572;0,000695;0,001132;0,018214;0,090183;0,013145;0,019983;0,026921;0,055007;0,15991;0,047849;0,086415;0,067459;0,052857;0,032506;0,046006;0,071228;0,177898;0,044062;0,034388;0,026045;0,035526;0;0,008144;0,149575;0,083762;0,067699;0,211079;0,11371;0,030144;0,562517;0,317955;0,240615;0,244676;0,096525;0,229108;0,190664;0,069936;0,163431;0,153091;0,541127;0,663739;0,244894;0,135127;0,203828;0,222664;0,225226;0,425429;0,6929;0,174505;0,705688;0,104005;0,484767;0,137387;0,100079;0,255057;0,191056;0,481536;0,443007;0,507214;0,790688;0,464319;1;0,470731;0,601677;0,733681;0,421764;0,189737;0,394909;0,815507;0,537199;0,838813;0,035917;0,020446;0,071729;0;0,103278;0,564784;0,007808;0,047085;0,246332;0,045965;0,523054;0,082753;0,102736;0,577564;0,034519;0,033161;0,018883;0,13482;0,062021;0,004763;0,589326;0,055515;0,002685;0,024254;0,546602;0,060476;0,01436;0,069391;0,132052;0,156227;0,01381;0,15836;0,527902;0,086649;0,06078;0,063832;0,046739;0,008579;0,039142;0,018737;0,00767;0,05992;0,121555;0,084829;0,011713;0,007367;0,04598;0,031341;0,227375;0,142701;0;0,214589;0,251161;0,16025;0,242903;0,23559;0,2013;0,556556;0,175463;0,245675;0,085199;0,124792;0,120192;0,213301;0,473906;0,066505;0,038588;0,535365;0,56147;0,10386;0,079967;0,090822;0,455435;0,041922;0,550358;0,065389;0,605933;0,016841;0,566684;0,049628;0,288635;0,001478;0,001872;0;0,001517;0;0;0,000261;0,000632;0,000825;0,000313;0;0,001158;0;0,000028;0
Dead Kennedys;0,177097;0,08668;0,041499;0,070773;0,086081;0,06845;0,064844;0,053407;0,023866;0,009579;0;0,16783;0,042534;0,013768;0,012067;0,055449;0,227419;0,204246;0,162612;0,162273;0,128844;0,0517;0,208157;0,283692;0,161531;0,147601;0,170703;0,193076;0,204377;0,069168;0,242583;0,044105;0,054559;0,033756;0,083062;0,047259;0,115657;0,081182;0,075036;0,055345;0,101009;0,062106;0,126114;0,049634;0,030034;0,040151;0,030626;0,030658;0,058992;0,096683;0,081542;0,08477;0,118563;0,005309;0,104603;0,024587;0,041212;0,064095;0,102869;0,104912;0,159727;0,07726;0,092615;0,107075;0,089746;0,117088;0,115636;0,103757;0,110365;0,118018;0,104108;0,104285;0,114645;0,205768;0,111088;0,068729;0,115348;0,093138;0,025631;0,093649;0,237201;0,153531;0,131308;0,161507;0,164272;0,081652;0,260879;0,220235;0,281434;0,318466;0,156521;0,313189;0,306341;0,171212;0,202713;0,219427;0,250476;0,203045;0,357579;0,233578;0,2965;0,295777;0,252672;0,411255;0,254773;0,308738;0,236673;0,175466;0,156446;0,225632;0,191771;0,422218;0,257345;0,676003;0,644914;0,737771;0,657147;0,685653;0,470731;1;0,407635;0,470081;0,600242;0,280272;0,643506;0,683923;0,819508;0,537158;0,054049;0,040543;0,111149;0;0,146453;0,041742;0,011778;0,054678;0,03877;0,072332;0,045769;0,112363;0,156899;0,04032;0,05679;0,082672;0,031518;0,180448;0,072987;0,011686;0,05666;0,093091;0,006617;0,050113;0,03564;0,080129;0,017999;0,154203;0,178023;0,177517;0,030124;0,05709;0,096316;0,022772;0,071333;0,061541;0,05766;0,007637;0,031828;0,045507;0;0,06996;0,140653;0,082832;0,012463;0,002171;0,052195;0,027095;0,329256;0,185484;0,003862;0,319807;0,363314;0,252097;0,321536;0,2715;0,232788;0,257152;0,286735;0,281222;0,108057;0,295854;0,199737;0,24344;0,101753;0,11084;0,050791;0,117525;0,068439;0,157251;0,15962;0,219158;0,061432;0,079156;0,088515;0,131236;0,181542;0,099305;0,063267;0,068694;0,003619;0,006194;0,003003;0;0,008223;0;0;0,003438;0,002719;0,001804;0,003329;0,000963;0,007107;0,001002;0,000149;0,001276
Buzzcocks;0,192124;0,124276;0,02705;0,024165;0,368684;0,01554;0,135935;0,044809;0,018112;0,000668;0;0,135913;0,452993;0,021906;0,016209;0,058055;0,262423;0,262028;0,478947;0,194169;0,040571;0,045505;0,339321;0,421463;0,542276;0,097464;0,188576;0,480006;0,323537;0,193283;0,276307;0,111824;0,07531;0,014121;0,230453;0,023402;0,015302;0,025721;0,312563;0,084105;0,306045;0,0382;0,375814;0,022869;0,015303;0,014351;0,016741;0,017022;0,01615;0,023228;0,017023;0,02597;0,005265;0,001652;0,060075;0,000502;0,00077;0,00018;0,001135;0,010223;0,341523;0,00755;0,011523;0,014935;0,13713;0,322191;0,465027;0,066253;0,262124;0,408759;0,497669;0,297963;0,256281;0,111024;0,388998;0,183736;0,44626;0,320933;0;0,528907;0,175755;0,050421;0,042414;0,065995;0,074935;0,01498;0,424323;0,080875;0,155576;0,154507;0,066009;0,129766;0,172729;0,042995;0,090962;0,100764;0,539141;0,654411;0,133059;0,30404;0,446154;0,202726;0,127133;0,320736;0,65835;0,399322;0,62745;0,23393;0,552977;0,204616;0,357662;0,156891;0,185686;0,390597;0,406622;0,471867;0,730767;0,393034;0,601677;0,407635;1;0,637311;0,310789;0,233567;0,312185;0,737409;0,424774;0,661295;0,124508;0,044108;0,045046;0;0,056956;0,498137;0;0,034274;0,20786;0,032282;0,477828;0,119998;0,323333;0,487827;0,022156;0,035799;0,023507;0,33748;0,065596;0,098956;0,503374;0,232691;0,008615;0,255012;0,482421;0,038537;0,012079;0,381358;0,119071;0,105232;0,012267;0,142992;0,630476;0,016691;0,025848;0,134119;0,066724;0;0,038014;0,275278;0;0,086128;0,07205;0,053851;0,004275;0,004602;0,062934;0,01592;0,303693;0,12479;0,031099;0,297913;0,249177;0,444239;0,153104;0,139563;0,115855;0,682306;0,104083;0,156168;0,086752;0,339462;0,06662;0,190833;0,687795;0,233535;0,125199;0,784401;0,664004;0,284286;0,552003;0,512919;0,533158;0,28768;0,719448;0,40701;0,610785;0,486472;0,497795;0,182348;0,256588;0,022634;0,009883;0;0,043026;0;0;0,000181;0,000439;0,013938;0,000257;0,000008;0,00002;0;0;0,000009
Green Day;0,252419;0,148737;0,077511;0,086978;0,11947;0,12208;0,106862;0,13064;0,045853;0,033545;0;0,289286;0,621562;0,032831;0,033544;0,104916;0,298695;0,214893;0,163298;0,203363;0,151546;0,120086;0,225817;0,311314;0,169688;0,179792;0,301381;0,196253;0,265004;0,113536;0,466164;0,098207;0,054536;0,025048;0,132355;0,098699;0,049738;0,184257;0,118167;0,081479;0,153428;0,061847;0,16026;0,047808;0,034392;0,047843;0,036875;0,032873;0,061174;0,087919;0,092728;0,056105;0,074058;0,000258;0,117385;0,038658;0,03206;0,037985;0,062745;0,078366;0,209393;0,052841;0,070007;0,070935;0,172657;0,170661;0,149011;0,147444;0,173842;0,159157;0,133143;0,146178;0,161878;0,26274;0,163023;0,103144;0,216745;0,126595;0,018638;0,122564;0,206529;0,149487;0,115996;0,122773;0,15558;0,10548;0,703641;0,204788;0,317949;0,341833;0,127889;0,39758;0,313532;0,119949;0,209058;0,224416;0,66076;0,815062;0,372551;0,205011;0,3056;0,293709;0,296888;0,366658;0,831331;0,33577;0,728319;0,192021;0,582574;0,204025;0,168601;0,382612;0,230704;0,449907;0,408104;0,500728;0,832783;0,435967;0,733681;0,470081;0,637311;1;0,494091;0,261931;0,418555;0,788189;0,480975;0,837404;0,084081;0,081391;0,137006;0,003223;0,170338;0,641803;0,022755;0,074422;0,28147;0,127007;0,617171;0,161887;0,205541;0,661573;0,065478;0,115227;0,026893;0,213906;0,092512;0,015137;0,646999;0,088504;0,002757;0,067077;0,606589;0,115601;0,033265;0,198958;0,17976;0,207827;0,006499;0,065096;0,629368;0,033005;0,069732;0,075106;0,099724;0,003718;0,057568;0,062058;0,005738;0,070519;0,223509;0,088088;0,012128;0,005703;0,069057;0,034623;0,359176;0,203595;0;0,324788;0,364219;0,330254;0,364778;0,352484;0,311419;0,721845;0,318865;0,368788;0,140676;0,251472;0,199408;0,314765;0,619323;0,172813;0,111791;0,62456;0,651821;0,225641;0,213544;0,246979;0,530746;0,16382;0,659985;0,152659;0,704656;0,183777;0,647535;0,099961;0,317794;0,007723;0,008371;0;0,009173;0;0;0,001074;0,00197;0,001418;0,003639;0,000018;0,018743;0;0;0,00002
